"Statistic Label","Year","County","UNIT","VALUE"
"Disposable Income per Person","2020","Co. Donegal","Euro","18321.79"
"Disposable Income per Person","2020","Co. Dublin","Euro","27686.21"
"Disposable Income per Person","2020","Co. Galway","Euro","21436.84"
"Disposable Income per Person","2020","Co. Kerry","Euro","20462.13"
"Disposable Income per Person","2020","Co. Kildare","Euro","23554.44"
"Disposable Income per Person","2020","Co. Kilkenny","Euro","20548"
"Disposable Income per Person","2020","Co. Laois","Euro","18842.1"
"Disposable Income per Person","2020","Co. Leitrim","Euro","20885.2"
"Disposable Income per Person","2020","Co. Limerick","Euro","26247.83"
"Disposable Income per Person","2020","Co. Longford","Euro","18754.34"
"Disposable Income per Person","2020","Co. Louth","Euro","21671.48"
"Disposable Income per Person","2020","Co. Mayo","Euro","19952.3"
"Disposable Income per Person","2020","Co. Meath","Euro","22171.18"
"Disposable Income per Person","2020","Co. Monaghan","Euro","19815.81"
"Disposable Income per Person","2020","Co. Offaly","Euro","18757.43"
"Disposable Income per Person","2020","Co. Roscommon","Euro","20507.4"
"Disposable Income per Person","2020","Co. Sligo","Euro","21370.3"
"Disposable Income per Person","2020","Co. Tipperary","Euro","21821.93"
"Disposable Income per Person","2020","Co. Waterford","Euro","21856.52"
"Disposable Income per Person","2020","Co. Westmeath","Euro","19728.69"
"Disposable Income per Person","2020","Co. Wexford","Euro","20271.61"
"Disposable Income per Person","2020","Co. Wicklow","Euro","23137.85"
"Index of Disposable Income per Person","2000","Ireland","State=100","100"
"Index of Disposable Income per Person","2000","Co. Carlow","State=100","92.46"
"Index of Disposable Income per Person","2000","Co. Cavan","State=100","87.58"
"Index of Disposable Income per Person","2000","Co. Clare","State=100","96.77"
"Index of Disposable Income per Person","2000","Co. Cork","State=100","96.61"
"Index of Disposable Income per Person","2000","Co. Donegal","State=100","81.34"
"Index of Disposable Income per Person","2000","Co. Dublin","State=100","114.37"
"Index of Disposable Income per Person","2000","Co. Galway","State=100","94.21"
"Index of Disposable Income per Person","2000","Co. Kerry","State=100","85.89"
"Index of Disposable Income per Person","2000","Co. Kildare","State=100","106.11"
"Index of Disposable Income per Person","2000","Co. Kilkenny","State=100","88.19"
"Index of Disposable Income per Person","2000","Co. Laois","State=100","89.44"
"Index of Disposable Income per Person","2000","Co. Leitrim","State=100","88.02"
"Index of Disposable Income per Person","2000","Co. Limerick","State=100","99.65"
"Index of Disposable Income per Person","2000","Co. Longford","State=100","91.55"
"Index of Disposable Income per Person","2000","Co. Louth","State=100","99.27"
"Index of Disposable Income per Person","2000","Co. Mayo","State=100","92.47"
"Index of Disposable Income per Person","2000","Co. Meath","State=100","98.85"
"Index of Disposable Income per Person","2000","Co. Monaghan","State=100","87.59"
"Index of Disposable Income per Person","2000","Co. Offaly","State=100","87.97"
"Index of Disposable Income per Person","2000","Co. Roscommon","State=100","92.29"
"Index of Disposable Income per Person","2000","Co. Sligo","State=100","88.85"
"Index of Disposable Income per Person","2000","Co. Tipperary","State=100","91.29"
"Index of Disposable Income per Person","2000","Co. Waterford","State=100","97.98"
"Index of Disposable Income per Person","2000","Co. Westmeath","State=100","96.12"
"Index of Disposable Income per Person","2000","Co. Wexford","State=100","91.35"
"Index of Disposable Income per Person","2000","Co. Wicklow","State=100","98.82"
"Index of Disposable Income per Person","2001","Ireland","State=100","100"
"Index of Disposable Income per Person","2001","Co. Carlow","State=100","90.95"
"Index of Disposable Income per Person","2001","Co. Cavan","State=100","87.38"
"Index of Disposable Income per Person","2001","Co. Clare","State=100","94.57"
"Index of Disposable Income per Person","2001","Co. Cork","State=100","96.55"
"Index of Disposable Income per Person","2001","Co. Donegal","State=100","79.98"
"Index of Disposable Income per Person","2001","Co. Dublin","State=100","115.58"
"Index of Disposable Income per Person","2001","Co. Galway","State=100","92.86"
"Index of Disposable Income per Person","2001","Co. Kerry","State=100","85.64"
"Index of Disposable Income per Person","2001","Co. Kildare","State=100","106.06"
"Index of Disposable Income per Person","2001","Co. Kilkenny","State=100","86.29"
"Index of Disposable Income per Person","2001","Co. Laois","State=100","87.96"
"Index of Disposable Income per Person","2001","Co. Leitrim","State=100","86.07"
"Index of Disposable Income per Person","2001","Co. Limerick","State=100","100.06"
"Index of Disposable Income per Person","2001","Co. Longford","State=100","90.81"
"Index of Disposable Income per Person","2001","Co. Louth","State=100","101.29"
"Index of Disposable Income per Person","2001","Co. Mayo","State=100","90.79"
"Index of Disposable Income per Person","2001","Co. Meath","State=100","98.71"
"Index of Disposable Income per Person","2001","Co. Monaghan","State=100","86.73"
"Index of Disposable Income per Person","2001","Co. Offaly","State=100","87.23"
"Index of Disposable Income per Person","2001","Co. Roscommon","State=100","91.07"
"Index of Disposable Income per Person","2001","Co. Sligo","State=100","88.5"
"Index of Disposable Income per Person","2001","Co. Tipperary","State=100","91.55"
"Index of Disposable Income per Person","2001","Co. Waterford","State=100","96.25"
"Index of Disposable Income per Person","2001","Co. Westmeath","State=100","96.02"
"Index of Disposable Income per Person","2001","Co. Wexford","State=100","90.98"
"Index of Disposable Income per Person","2001","Co. Wicklow","State=100","100.06"
"Index of Disposable Income per Person","2002","Ireland","State=100","100"
"Index of Disposable Income per Person","2002","Co. Carlow","State=100","89.21"
"Index of Disposable Income per Person","2002","Co. Cavan","State=100","88.13"
"Index of Disposable Income per Person","2002","Co. Clare","State=100","94.44"
"Index of Disposable Income per Person","2002","Co. Cork","State=100","97.91"
"Index of Disposable Income per Person","2002","Co. Donegal","State=100","80.99"
"Index of Disposable Income per Person","2002","Co. Dublin","State=100","113.15"
"Index of Disposable Income per Person","2002","Co. Galway","State=100","93.97"
"Index of Disposable Income per Person","2002","Co. Kerry","State=100","86.63"
"Index of Disposable Income per Person","2002","Co. Kildare","State=100","104.94"
"Index of Disposable Income per Person","2002","Co. Kilkenny","State=100","89.9"
"Index of Disposable Income per Person","2002","Co. Laois","State=100","90.34"
"Index of Disposable Income per Person","2002","Co. Leitrim","State=100","89.66"
"Index of Disposable Income per Person","2002","Co. Limerick","State=100","99.16"
"Index of Disposable Income per Person","2002","Co. Longford","State=100","95.82"
"Index of Disposable Income per Person","2002","Co. Louth","State=100","98.17"
"Index of Disposable Income per Person","2002","Co. Mayo","State=100","90.75"
"Index of Disposable Income per Person","2002","Co. Meath","State=100","97.24"
"Index of Disposable Income per Person","2002","Co. Monaghan","State=100","89.44"
"Index of Disposable Income per Person","2002","Co. Offaly","State=100","90.85"
"Index of Disposable Income per Person","2002","Co. Roscommon","State=100","92.8"
"Index of Disposable Income per Person","2002","Co. Sligo","State=100","92.76"
"Index of Disposable Income per Person","2002","Co. Tipperary","State=100","94.97"
"Index of Disposable Income per Person","2002","Co. Waterford","State=100","99.47"
"Index of Disposable Income per Person","2002","Co. Westmeath","State=100","96.11"
"Index of Disposable Income per Person","2002","Co. Wexford","State=100","90.81"
"Index of Disposable Income per Person","2002","Co. Wicklow","State=100","103.2"
"Index of Disposable Income per Person","2003","Ireland","State=100","100"
"Index of Disposable Income per Person","2003","Co. Carlow","State=100","89.11"
"Index of Disposable Income per Person","2003","Co. Cavan","State=100","88.46"
"Index of Disposable Income per Person","2003","Co. Clare","State=100","94.14"
"Index of Disposable Income per Person","2003","Co. Cork","State=100","97.62"
"Index of Disposable Income per Person","2003","Co. Donegal","State=100","80.81"
"Index of Disposable Income per Person","2003","Co. Dublin","State=100","112.5"
"Index of Disposable Income per Person","2003","Co. Galway","State=100","95.34"
"Index of Disposable Income per Person","2003","Co. Kerry","State=100","86.95"
"Index of Disposable Income per Person","2003","Co. Kildare","State=100","104.35"
"Index of Disposable Income per Person","2003","Co. Kilkenny","State=100","90.49"
"Index of Disposable Income per Person","2003","Co. Laois","State=100","92.67"
"Index of Disposable Income per Person","2003","Co. Leitrim","State=100","90.6"
"Index of Disposable Income per Person","2003","Co. Limerick","State=100","99.72"
"Index of Disposable Income per Person","2003","Co. Longford","State=100","96.82"
"Index of Disposable Income per Person","2003","Co. Louth","State=100","97.43"
"Index of Disposable Income per Person","2003","Co. Mayo","State=100","91.22"
"Index of Disposable Income per Person","2003","Co. Meath","State=100","98.33"
"Index of Disposable Income per Person","2003","Co. Monaghan","State=100","89.6"
"Index of Disposable Income per Person","2003","Co. Offaly","State=100","92.84"
"Index of Disposable Income per Person","2003","Co. Roscommon","State=100","92.83"
"Index of Disposable Income per Person","2003","Co. Sligo","State=100","93.74"
"Index of Disposable Income per Person","2003","Co. Tipperary","State=100","95.17"
"Index of Disposable Income per Person","2003","Co. Waterford","State=100","98.46"
"Index of Disposable Income per Person","2003","Co. Westmeath","State=100","98.3"
"Index of Disposable Income per Person","2003","Co. Wexford","State=100","91.54"
"Index of Disposable Income per Person","2003","Co. Wicklow","State=100","102.66"
"Index of Disposable Income per Person","2004","Ireland","State=100","100"
"Index of Disposable Income per Person","2004","Co. Carlow","State=100","90.93"
"Index of Disposable Income per Person","2004","Co. Cavan","State=100","92.85"
"Index of Disposable Income per Person","2004","Co. Clare","State=100","92.59"
"Index of Disposable Income per Person","2004","Co. Cork","State=100","99.1"
"Index of Disposable Income per Person","2004","Co. Donegal","State=100","82.03"
"Index of Disposable Income per Person","2004","Co. Dublin","State=100","110.26"
"Index of Disposable Income per Person","2004","Co. Galway","State=100","96.44"
"Index of Disposable Income per Person","2004","Co. Kerry","State=100","87.02"
"Index of Disposable Income per Person","2004","Co. Kildare","State=100","104.92"
"Index of Disposable Income per Person","2004","Co. Kilkenny","State=100","88.72"
"Index of Disposable Income per Person","2004","Co. Laois","State=100","95.89"
"Index of Disposable Income per Person","2004","Co. Leitrim","State=100","95.76"
"Index of Disposable Income per Person","2004","Co. Limerick","State=100","97.69"
"Index of Disposable Income per Person","2004","Co. Longford","State=100","94.89"
"Index of Disposable Income per Person","2004","Co. Louth","State=100","102.97"
"Index of Disposable Income per Person","2004","Co. Mayo","State=100","91.41"
"Index of Disposable Income per Person","2004","Co. Meath","State=100","101.3"
"Index of Disposable Income per Person","2004","Co. Monaghan","State=100","93.56"
"Index of Disposable Income per Person","2004","Co. Offaly","State=100","94.51"
"Index of Disposable Income per Person","2004","Co. Roscommon","State=100","92.33"
"Index of Disposable Income per Person","2004","Co. Sligo","State=100","95.47"
"Index of Disposable Income per Person","2004","Co. Tipperary","State=100","95.12"
"Index of Disposable Income per Person","2004","Co. Waterford","State=100","101.15"
"Index of Disposable Income per Person","2004","Co. Westmeath","State=100","97.78"
"Index of Disposable Income per Person","2004","Co. Wexford","State=100","94.01"
"Index of Disposable Income per Person","2004","Co. Wicklow","State=100","99.18"
"Index of Disposable Income per Person","2005","Ireland","State=100","100"
"Index of Disposable Income per Person","2005","Co. Carlow","State=100","92.05"
"Index of Disposable Income per Person","2005","Co. Cavan","State=100","95.3"
"Index of Disposable Income per Person","2005","Co. Clare","State=100","94.61"
"Index of Disposable Income per Person","2005","Co. Cork","State=100","100.63"
"Index of Disposable Income per Person","2005","Co. Donegal","State=100","80.8"
"Index of Disposable Income per Person","2005","Co. Dublin","State=100","109.16"
"Index of Disposable Income per Person","2005","Co. Galway","State=100","96.66"
"Index of Disposable Income per Person","2005","Co. Kerry","State=100","87.87"
"Index of Disposable Income per Person","2005","Co. Kildare","State=100","103.82"
"Index of Disposable Income per Person","2005","Co. Kilkenny","State=100","89.7"
"Index of Disposable Income per Person","2005","Co. Laois","State=100","95.14"
"Index of Disposable Income per Person","2005","Co. Leitrim","State=100","96.82"
"Index of Disposable Income per Person","2005","Co. Limerick","State=100","98.2"
"Index of Disposable Income per Person","2005","Co. Longford","State=100","95.16"
"Index of Disposable Income per Person","2005","Co. Louth","State=100","103.09"
"Index of Disposable Income per Person","2005","Co. Mayo","State=100","91.46"
"Index of Disposable Income per Person","2005","Co. Meath","State=100","103.6"
"Index of Disposable Income per Person","2005","Co. Monaghan","State=100","94.11"
"Index of Disposable Income per Person","2005","Co. Offaly","State=100","94.8"
"Index of Disposable Income per Person","2005","Co. Roscommon","State=100","95.4"
"Index of Disposable Income per Person","2005","Co. Sligo","State=100","94.3"
"Index of Disposable Income per Person","2005","Co. Tipperary","State=100","95.92"
"Index of Disposable Income per Person","2005","Co. Waterford","State=100","99.42"
"Index of Disposable Income per Person","2005","Co. Westmeath","State=100","96.25"
"Index of Disposable Income per Person","2005","Co. Wexford","State=100","95.7"
"Index of Disposable Income per Person","2005","Co. Wicklow","State=100","96.6"
"Index of Disposable Income per Person","2006","Ireland","State=100","100"
"Index of Disposable Income per Person","2006","Co. Carlow","State=100","94.48"
