"Statistic Label","Sex","Industry","Province County or City","CensusYear","UNIT","VALUE"
"Population 15 years and over at work","Both sexes","All industries","Meath","2011","Number","74342"
"Population 15 years and over at work","Both sexes","All industries","Meath","2016","Number","83259"
"Population 15 years and over at work","Both sexes","All industries","Offaly","2002","Number","25599"
"Population 15 years and over at work","Both sexes","All industries","Offaly","2006","Number","31231"
"Population 15 years and over at work","Both sexes","All industries","Offaly","2011","Number","27536"
"Population 15 years and over at work","Both sexes","All industries","Offaly","2016","Number","30287"
"Population 15 years and over at work","Both sexes","All industries","Westmeath","2002","Number","29221"
"Population 15 years and over at work","Both sexes","All industries","Westmeath","2006","Number","35469"
"Population 15 years and over at work","Both sexes","All industries","Westmeath","2011","Number","32319"
"Population 15 years and over at work","Both sexes","All industries","Westmeath","2016","Number","35289"
"Population 15 years and over at work","Both sexes","All industries","Wexford","2002","Number","45249"
"Population 15 years and over at work","Both sexes","All industries","Wexford","2006","Number","56011"
"Population 15 years and over at work","Both sexes","All industries","Wexford","2011","Number","51307"
"Population 15 years and over at work","Both sexes","All industries","Wexford","2016","Number","57759"
"Population 15 years and over at work","Both sexes","All industries","Wicklow","2002","Number","47790"
"Population 15 years and over at work","Both sexes","All industries","Wicklow","2006","Number","57326"
"Population 15 years and over at work","Both sexes","All industries","Wicklow","2011","Number","52907"
"Population 15 years and over at work","Both sexes","All industries","Wicklow","2016","Number","59134"
"Population 15 years and over at work","Both sexes","All industries","Munster","2002","Number","448505"
"Population 15 years and over at work","Both sexes","All industries","Munster","2006","Number","519367"
"Population 15 years and over at work","Both sexes","All industries","Munster","2011","Number","482191"
"Population 15 years and over at work","Both sexes","All industries","Munster","2016","Number","527358"
"Population 15 years and over at work","Both sexes","All industries","Clare","2002","Number","43679"
"Population 15 years and over at work","Both sexes","All industries","Clare","2006","Number","50607"
"Population 15 years and over at work","Both sexes","All industries","Clare","2011","Number","45606"
"Population 15 years and over at work","Both sexes","All industries","Clare","2016","Number","49511"
"Population 15 years and over at work","Both sexes","All industries","Cork","2002","Number","182999"
"Population 15 years and over at work","Both sexes","All industries","Cork","2006","Number","215984"
"Population 15 years and over at work","Both sexes","All industries","Cork","2011","Number","207503"
"Population 15 years and over at work","Both sexes","All industries","Cork","2016","Number","230373"
"Population 15 years and over at work","Both sexes","All industries","Cork City","2002","Number","46655"
"Population 15 years and over at work","Both sexes","All industries","Cork City","2006","Number","48892"
"Population 15 years and over at work","Both sexes","All industries","Cork City","2011","Number","43062"
"Population 15 years and over at work","Both sexes","All industries","Cork City","2016","Number","50483"
"Population 15 years and over at work","Both sexes","All industries","Cork County","2002","Number","136344"
"Population 15 years and over at work","Both sexes","All industries","Cork County","2006","Number","167092"
"Population 15 years and over at work","Both sexes","All industries","Cork County","2011","Number","164441"
"Population 15 years and over at work","Both sexes","All industries","Cork County","2016","Number","179890"
"Population 15 years and over at work","Both sexes","All industries","Kerry","2002","Number","53296"
"Population 15 years and over at work","Both sexes","All industries","Kerry","2006","Number","60810"
"Population 15 years and over at work","Both sexes","All industries","Kerry","2011","Number","55767"
"Population 15 years and over at work","Both sexes","All industries","Kerry","2016","Number","61222"
"Population 15 years and over at work","Both sexes","All industries","Limerick","2002","Number","71314"
"Population 15 years and over at work","Both sexes","All industries","Limerick","2006","Number","80525"
"Population 15 years and over at work","Both sexes","All industries","Limerick","2011","Number","71041"
"Population 15 years and over at work","Both sexes","All industries","Limerick","2016","Number","77185"
"Population 15 years and over at work","Both sexes","All industries","Limerick City","2002","Number","20648"
